CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11994990-101002098162,"6438 LONG, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0590890030001,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-09 20:20:21,2016-03-12 20:20:21,2016-03-28 08:25:02,15.5,Flooding - 113029,3139466.32013,13816457.873,29.68833965,-95.31182878,WAP
11994998-101002098175,Intersection 5800 FOSTER ST&4400 GRIGGS RD,Harris County,D,GREATER OST / SOUTH UNION,,,,,3rd Tuesday,,533M,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-09 21:35:45,2016-03-12 21:35:44,2016-03-10 10:25:53,-2.47,Flooding-101002098175,3127012.00764,13820954.16961,29.70223229,-95.3500825,Voice In
11995023-101002098228,Intersection 1400 E CROSSTIMBERS ST&0 HARDY TOLL HWY,,H,NORTHSIDE/NORTHLINE,,,,,,,453M,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 03:51:21,2016-03-13 03:49:00,2016-03-11 11:35:06,-1.68,Flooding-101002098228,3124069.00992,13866944.3588,,,Voice In
11995062-101002098258,"3033 PROSPECT, HOUSTON TX 77004",HARRIS,D,MACGREGOR,0610840070009,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,533C,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 06:41:58,2016-03-13 06:41:58,2016-03-11 16:20:06,-1.6,Flooding,,,29.71652554,-95.36999573,WEB
11995065-101002098262,"210 LAKEMERE, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0942060000093,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 06:47:32,2016-03-13 06:47:31,2016-03-10 13:35:06,-2.72,Flooding-101002098262,3058184.95665,13841602.20607,29.76472135,-95.5648849,Voice In
11995075-101002098275,"2009 QUITMAN, HOUSTON TX 77026",HARRIS,H,GREATER FIFTH WARD,0422020000008,,,,,,494A,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 07:02:12,2016-03-13 07:02:12,2016-03-11 16:05:06,-1.62,Flooding - 113058,3126742.58142,13850534.945859997,29.78366464,-95.34821871,WAP
11995101-101002098297,Intersection 14000 CLAY RD&4400 N ELDRIDGE PKWY,,A,ADDICKS PARK TEN,,,,,,,448H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 07:25:20,2016-03-13 07:25:20,2016-03-10 10:30:05,-2.87,Flooding-101002098297,3044768.14949,13866358.13491,,,Voice In
11995102-101002098298,Intersection 2500 GREENHOUSE RD&19000 SAUMS RD,,,,,,,,,,446V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 07:25:26,2016-03-13 07:25:26,2016-03-10 13:45:05,-2.74,Flooding-101002098298,3013698.75986,13853278.18797,,,Voice In
11995115-101002098325,"8623 TILGHAM, HOUSTON TX 77029",HARRIS,B,PLEASANTVILLE AREA,0823350000403,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,495L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 07:44:10,2016-03-13 07:44:09,2016-03-10 15:40:06,-2.67,Flooding-101002098325,3151143.55157,13844918.65613,29.7660095,-95.2717004,Voice In
11995132-101002098375,Intersection 4400 E OREM DR&12400 SAFEGUARD ST,Harris County,D,SOUTH ACRES / CRESTMONT PARK,,SE,SE,FRIDAY,,FRIDAY-B,573M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 08:09:15,2016-03-13 08:09:15,2016-03-10 15:30:05,-2.69,Flooding-101002098375,3125299.11408,13793796.357459998,29.62772934,-95.35813904,Voice In
11995244-101002098770,"3321 SIMMONS, HOUSTON TX 77004",HARRIS,D,GREATER THIRD WARD,0530130000015,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,493Z,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 10:20:57,2016-03-13 10:20:57,2016-03-11 13:45:07,-1.86,Flooding-101002098770,3125005.1816,13830411.968940003,29.72840106,-95.3554727,Voice In
11995264-101002098883,Intersection 8600 W AIRPORT BLVD&12300 S GESSNER RD,,K,BRAYS OAKS,,,,,,,570F,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 10:55:12,2016-03-13 10:55:12,2016-03-11 08:15:05,-2.11,Flooding-101002098883,3071236.64216,13797316.11551,,,Voice In
11995280-101002098952,"3451 PALM, HOUSTON TX 77004",HARRIS,D,MACGREGOR,0620490040036,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,533C,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 11:18:31,2016-03-13 11:18:30,2016-03-11 15:50:06,-1.81,Flooding-101002098952,3123572.38361,13825465.3266,29.7149269,-95.36046996,Voice In
11995300-101002099036,"7850 W TIDWELL, HOUSTON TX 77040",HARRIS,A,FAIRBANKS / NORTHWEST CROSSING,1181180010004,,,,,,450D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 11:52:14,2016-03-13 11:52:14,2016-03-11 08:25:05,-2.14,Flooding - 113109,3075043.53254,13873652.30828,29.85197089,-95.50859059,WAP
11995379-101002099330,"6343 LIMESTONE, HOUSTON TX 77092",HARRIS,A,LANGWOOD,0870480000005,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,451K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 13:37:13,2016-03-13 13:37:12,2016-03-11 13:20:06,-2.01,Flooding-101002099330,3083123.1466,13864465.83128,29.82553039,-95.48415062,Voice In
11995414-101002099477,"7606 TURQUOISE, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH EAST,0841130000004,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,451P,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 14:43:51,2016-03-13 14:43:51,2016-03-14 09:45:03,0.79,Flooding-101002099477,3085034.1244,13859599.98865,29.81199749,-95.47858847,Voice In
11995540-101002099946,"5901 GRAPEVINE, HOUSTON TX 77085",HARRIS,K,CENTRAL SOUTHWEST,0681350000121,SW,SW,FRIDAY,4th Wednesday,FRIDAY-A,571P,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-10 18:28:49,2016-03-13 18:28:49,2016-03-14 08:55:02,0.6,Flooding-101002099946,3089440.71467,13788381.57465,29.61586771,-95.47147382,Voice In
11995620-101002100180,"4822 VAN FLEET, HOUSTON TX 77033",HARRIS,D,SOUTH PARK,0751900420006,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533V,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 08:27:13,2016-03-14 08:27:13,2016-03-14 09:45:03,0.05,Flooding,,,29.67742777,-95.35150594,WEB
11995690-101002100495,"1910 SHEARN, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,0051400000004,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 10:32:42,2016-03-14 10:32:42,2016-03-16 10:10:05,1.98,Flooding,,,29.77466233,-95.37752413,Unknown
11995744-101002100680,"320 E 32ND, HOUSTON TX 77018",HARRIS,H,INDEPENDENCE HEIGHTS,0211190000014,NW,NW,TUESDAY,3rd Thursday,TUESDAY-A,453N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 12:02:11,2016-03-14 12:02:10,2016-03-16 15:35:04,2.15,Flooding - 113299,3108960.84093,13861841.0752,29.81533703,-95.39493469,WAP
11995745-101002100681,"320 W 32ND, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0660450040014,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 12:02:13,2016-03-14 12:02:13,2016-03-16 15:35:05,2.15,Flooding - 113298,3108960.84093,13861841.0752,29.81642963,-95.40295964,WAP
11995861-101002101083,"2824 LOCKETT, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0680170020019,SW,SE,THURSDAY,3rd Monday,THURSDAY-A,533K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 15:05:43,2016-03-14 15:05:42,2016-03-16 09:05:04,1.75,Flooding-101002101083,3116188.99648,13820502.47629,29.70191512,-95.38420279,Voice In
101002101169,"4143 LUMBERDALE, HOUSTON TX 77092",HARRIS,A,LANGWOOD,0870350000019,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,451K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 15:48:46,2016-03-14 15:46:00,2016-03-11 15:50:48,-3.0,Flooding,,,29.83062886,-95.48477547,Voice In
101002101428,Intersection 5752 CULLEN BLVD&4308 OLD SPANISH TRL,,D,GREATER OST / SOUTH UNION,,,,,,,533H,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 18:22:16,2016-03-14 18:22:16,2016-03-11 18:23:02,-3.0,Flooding,,,,,Voice In
11995954-101002101452,Intersection 3800 OLD SPANISH TRL&6000 SCOTT ST,,D,GREATER OST / SOUTH UNION,,SE,SE,TUESDAY,3rd Tuesday,,533M,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 19:04:45,2016-03-14 19:04:45,2016-03-11 19:20:06,-2.99,Flooding-101002101452,3124040.94173,13820884.44403,,,Voice In
11995957-101002101456,"319 CINNAMON OAK, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0931830000019,,,,,,489G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-11 19:13:49,2016-03-14 19:13:49,2016-03-15 09:30:03,0.59,Flooding,,,29.76686671,-95.56810673,Unknown
11996032-101002101694,"2020 TEXAS, HOUSTON TX 77003",HARRIS,I,DOWNTOWN,0011790000001,,,,,,493R,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:20:54,2013-02-23 14:22:12,2016-03-12 11:32:36,1112.88,Remove Dead Animal from City Street or Curb - 6669,3125170.09744,13839963.1166,29.75424454,-95.35380112,WAP
11996057-101002101768,"5622 EFFINGHAM, HOUSTON TX 77035",HARRIS,K,WESTBURY,0871460000024,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,571E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:24:11,2013-11-09 04:32:16,2016-03-12 14:06:38,854.4,Remove Dead Animal from City Street or Curb - 21813,3084424.93259,13799393.09124,29.64656078,-95.48599963,WAP
11996071-101002101797,"3664 WILLOWICK, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601630940008,,,,,,492N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:24:40,2014-01-20 02:50:22,2016-03-12 14:30:04,782.49,Remove Dead Animal from City Street or Curb - 25657,3099440.63699,13839339.17623,29.75525055,-95.43560272,WAP
11996072-101002101798,"7809 LITTLE YORK, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0440240000098,,,,,,415T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:24:42,2013-03-11 14:02:13,2016-03-12 14:34:26,1097.02,Remove Dead Animal from City Street or Curb - 7571,3145819.84226,13883220.955340002,29.87430963,-95.28374834,WAP
11996123-101002101922,"8606 MCDADE, HOUSTON TX 77080",HARRIS,A,LANGWOOD,0841500000466,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450R,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:26:47,2014-02-09 08:51:20,2016-03-12 15:54:36,762.29,Remove Dead Animal from City Street or Curb - 26991,3077141.65311,13862290.74509,29.82024183,-95.50326297,WAP
11996129-101002101943,"1509 MOODY, HOUSTON TX 77009",HARRIS,H,NEAR NORTHSIDE,0311420000010,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453V,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:27:05,2014-05-24 15:21:19,2016-03-12 16:06:17,658.03,Remove Dead Animal from City Street or Curb - 36961,3125081.92909,13858135.278620003,29.80451841,-95.35263832,WAP
11996135-101002101954,"7415 WOODSON VALLEY, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,1272800030009,NE,NW,TUESDAY,2nd Wednesday,TUESDAY-A,415S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:27:15,2014-06-18 11:00:44,2016-03-12 16:14:46,633.22,Remove Dead Animal from City Street or Curb - 39232,3143164.91149,13882719.043619998,29.87043017,-95.29304998,WAP
11996146-101002101980,"5227 MARTIN LUTHER KING, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0410070310076,SE,SE,TUESDAY,3rd Thursday,TUESDAY-A,534K,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:27:36,2014-03-21 19:02:52,2016-03-12 16:45:06,721.9,Remove Dead Animal from City Street or Curb - 30597,3131904.10339,13821415.22375,29.70350351,-95.33424768,WAP
11996152-101002101999,"3801 JENSEN, HOUSTON TX 77026",HARRIS,H,KASHMERE GARDENS,0291830400002,,,,,,454S,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:27:52,2014-04-04 06:39:34,2016-03-12 16:40:36,708.42,Remove Dead Animal from City Street or Curb - 31872,3128310.5235,13857922.89593,29.80397917,-95.34205998,WAP
11996212-101002102143,"3333 OLD SPANISH TRAIL, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0332430500021,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,533K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:29:47,2014-07-08 15:20:22,2016-03-12 23:00:07,613.32,Remove Dead Animal from City Street or Curb - 42091,3120001.81671,13820606.72399,29.70188787,-95.37216953,WAP
11996274-101002102291,"8514 WHITECASTLE, HOUSTON TX 77088",HARRIS,B,ACRES HOME,1020590000081,NW,NW,TUESDAY,3rd Friday,TUESDAY-B,412Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:31:59,2014-08-12 04:32:29,2016-03-13 00:45:07,578.84,Remove Dead Animal from City Street or Curb - 46734,3103040.28697,13886670.075139998,29.88472721,-95.41936409,WAP
11996326-101002102404,"11293 HOMESTEAD, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0172080040016,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,414R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:33:43,2014-08-15 22:23:18,2016-03-13 04:15:05,575.24,Remove Dead Animal from City Street or Curb - 46980,3140685.07701,13887377.69816,29.88338022,-95.3002001,WAP
11996339-101002102447,"3043 TRENTON, HOUSTON TX 77093",HARRIS,B,EASTEX - JENSEN AREA,0804960000001,NE,NE,MONDAY,2nd Thursday,MONDAY-B,414T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:34:33,2014-09-23 20:10:28,2016-03-13 04:50:06,536.36,Remove Dead Animal from City Street or Curb - 50088,3129481.41023,13883020.89237,29.87276914,-95.33636808,WAP
11996415-101002102601,"4906 WIGTON, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0902770000014,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:40:24,2015-05-31 05:31:54,2016-03-13 08:30:06,287.12,Flooding - 74088,3091809.31061,13809295.21044,29.67324871,-95.46196657,WAP
11996422-101002102613,"4931 CHEENA, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0902800010005,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:40:39,2015-06-02 03:50:28,2016-03-13 03:20:06,284.98,Flooding - 74437,3091343.70872,13808697.19981,29.67156119,-95.46354788,WAP
11996438-101002102662,"5546 LYMBAR, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0941690000001,SW,SW,TUESDAY,2nd Wednesday,TUESDAY-B,531X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:41:33,2015-06-17 07:20:31,2016-03-13 09:25:06,270.09,Flooding - 76684,3085355.51648,13807255.506700002,29.66813597,-95.48238817,WAP
11996449-101002102695,"9306 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872470000013,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:12,2015-06-27 12:01:16,2016-03-13 09:40:06,259.9,Flooding - 77998,3069512.88022,13811419.586140003,29.68084334,-95.53203439,WAP
11996450-101002102696,"9307 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872460000030,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:13,2015-06-27 12:30:31,2016-03-13 09:40:06,259.88,Flooding - 78002,3069734.39018,13811357.207020003,29.68064351,-95.53134123,WAP
11996452-101002102699,"9310 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872470000014,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:16,2015-06-27 12:30:30,2016-03-13 09:40:07,259.88,Flooding - 78003,3069496.35152,13811357.8866,29.68066287,-95.5320775,WAP
11996453-101002102700,"9311 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872460000029,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:17,2015-06-27 12:30:34,2016-03-13 09:40:06,259.88,Flooding - 78004,3069712.70654,13811293.86884,29.68046616,-95.53140667,WAP
11996454-101002102703,"9318 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872470000016,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:18,2015-06-27 12:30:34,2016-03-13 09:40:06,259.88,Flooding - 78005,3069470.1146,13811213.28557,29.68026378,-95.53217152,WAP
11996455-101002102704,"9423 BRAEBURN GLEN, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872390000003,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:20,2015-06-27 12:31:24,2016-03-13 09:45:07,259.88,Flooding - 78014,3069492.15224,13810465.21917,29.67820823,-95.53217601,WAP
11996456-101002102706,"8826 KENNARD, HOUSTON TX 77074",HARRIS,J,BRAEBURN,0872470000023,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:24,2015-06-27 12:31:59,2016-03-13 09:50:06,259.89,Flooding - 78024,3069167.67384,13811564.46211,29.68127789,-95.53310503,WAP
11996458-101002102708,"11402 BRAEWICK, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935700000001,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,570D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:26,2015-06-27 12:45:01,2016-03-13 09:55:07,259.88,Flooding - 78208,3080579.55601,13802673.22133,29.65588818,-95.49800698,WAP
11996460-101002102711,"6010 BEAUDRY, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935670000022,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:28,2015-06-27 12:43:47,2016-03-13 09:55:07,259.88,Flooding - 78187,3081325.03623,13802017.76059,29.65403377,-95.49571683,WAP
11996461-101002102712,"11422 BRAEWICK, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935700000006,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,570D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:29,2015-06-27 12:45:25,2016-03-13 09:55:07,259.88,Flooding - 78215,3080604.14898,13802282.83887,29.65481683,-95.49794021,WAP
11996462-101002102714,"11506 BRAEWICK, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935700000074,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,570D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:32,2015-06-27 22:20:50,2016-03-13 09:55:07,259.48,Flooding - 78218,3080598.63885,13801905.378140002,29.65376165,-95.4979846,WAP
11996463-101002102716,"5723 CARTAGENA, HOUSTON TX 77035",HARRIS,K,WESTBURY,0860340000042,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:36,2015-06-27 12:44:27,2016-03-13 09:55:07,259.88,Flooding - 78246,3083845.2358,13800685.63583,29.650154,-95.48791502,WAP
11996464-101002102718,"5730 CARTAGENA, HOUSTON TX 77035",HARRIS,K,WESTBURY,0860330000026,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:38,2015-06-27 12:44:35,2016-03-13 10:00:07,259.89,Flooding - 78249,3083640.34044,13800806.69987,29.65050305,-95.48854525,WAP
11996466-101002102720,"5755 CARTAGENA, HOUSTON TX 77035",HARRIS,K,WESTBURY,0860340000034,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:39,2015-06-27 12:45:12,2016-03-13 10:00:07,259.89,Flooding - 78259,3083337.18179,13800539.38357,29.64979418,-95.48952994,WAP
11996467-101002102722,"6007 CARTAGENA, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935730000010,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:40,2015-06-27 12:46:09,2016-03-13 10:00:07,259.88,Flooding - 78276,3081580.95432,13800885.25339,29.65086653,-95.49495262,WAP
11996469-101002102724,"4435 OSBY, HOUSTON TX 77096",HARRIS,K,WILLOW MEADOWS / WILLOWBEND AREA,0892400000001,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,531V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:43,2015-06-27 12:46:55,2016-03-13 10:00:07,259.88,Flooding - 78449,3094546.64894,13810421.29761,29.67604288,-95.45329406,WAP
11996470-101002102725,"5570 GASMER, HOUSTON TX 77035",HARRIS,K,WESTBURY,0691220000026,,,,,,571B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:45,2015-06-27 12:48:54,2016-03-13 10:05:07,259.89,Flooding - 78472,3086381.76069,13801325.83328,29.65137569,-95.47919868,WAP
11996473-101002102735,"5403 BEECHNUT, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0870510000010,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-03-12 10:42:55,2015-07-05 03:31:18,2016-03-13 10:10:07,252.28,Flooding - 79475,3086090.89008,13814919.188259998,29.68875967,-95.47959629,WAP
