,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
6768,12205038-101002873593,Intersection 1300 BAIRD ST&5100 CLAY ST,Harris County,I,GREATER EASTWOOD,,,,,,,494X,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 10:32:30,2018-01-10 10:32:29,2018-01-09 11:55:04,-0.94,Pothole-101002873593,3134734.3918,13833070.367820002,29.73487098,-95.32456967,Voice In
6875,12205070-101002873714,"2101 BISSONNET, HOUSTON TX 77005",HARRIS,C,UNIVERSITY PLACE,0541040000010,,,,,,492Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 11:17:46,2018-01-10 11:17:46,2018-01-19 14:10:07,9.12,Pothole-101002873714,3108113.70948,13828781.36787,29.72535576,-95.4088273,Voice In
7128,12205164-101002873988,"10600 RICHMOND, HOUSTON TX 77042",HARRIS,F,WESTCHASE,1127660000004,,,,,,489Y,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 13:27:44,2018-01-10 13:27:44,2018-01-09 10:30:04,-1.12,Pothole-101002873988,3059116.04074,13828491.88256,29.72860807,-95.56316563,Voice In
7402,251231-101002874292,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 15:17:35,2018-01-10 15:17:34,2018-01-08 15:18:14,-2.0,Pothole - 251231,-95.36693,29.75996,Unknown,Unknown,WAP
7533,12205297-101002874450,Intersection 1310 WESTHEIMER RD&3300 YUPON ST,,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,Monday-a,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 16:07:04,2018-01-10 16:07:04,2018-01-09 13:10:04,-1.12,Pothole-101002874450,3112056.97554,13835470.96505,,,Voice In
7623,12205328-101002874573,Intersection 1500 KIRKWOOD RD&11800 PEBBLE ROCK DR,Harris County,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 16:55:51,2018-01-10 16:55:51,2018-01-09 09:20:04,-1.32,Pothole-101002874573,3051456.55901,13837464.468940003,29.75388911,-95.58646398,Voice In
7641,12204099-101002874596,Intersection 12300 BEECHNUT ST&8200 COOK RD,,F,ALIEF,,,,,,,529N,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 17:06:14,2018-01-11 08:00:00,2018-01-08 17:20:17,-2.61,Pothole-101002874596,3049149.13777,13813823.03296,,,Voice In
7768,12205362-101002874728,Intersection 4900 KIRBY DR&2600 WESTPARK DR,,C,UNIVERSITY PLACE,,,,,,,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 18:42:12,2018-01-11 08:00:00,2018-01-09 07:45:06,-2.01,Pothole,,,,,WEB
7877,12205393-101002874842,Intersection 19800 ALDINE WESTFIELD RD&3300 E RICHEY RD,Harris County,,,,,,,,,333U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-08 21:26:37,2018-01-11 08:00:00,2018-01-09 15:50:05,-1.67,Pothole-101002874842,3116594.53504,13930445.171100002,30.0040702,-95.37218487,Voice In
7990,12205422-101002874967,"7435 ALABONSON, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1000480000092,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411P,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 07:50:07,2018-01-10 16:50:07,2018-01-09 14:25:04,-1.1,Pothole-101002874967,3082316.51074,13883649.974339997,29.87832833,-95.48487521,Voice In
8037,12200222-101002875019,Intersection 13400 ALMEDA RD&2 ALMEDA GENOA RD&2900 W FUQUA ST,,K,CENTRAL SOUTHWEST,,,,,,,572U,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 08:18:36,2018-01-11 08:18:36,2018-01-09 08:19:02,-2.0,Pothole-101002875019,3105941.76369,13788068.5592,,,Voice In
8148,12205464-101002875144,"2140 PINE VALLEY, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601560490001,,,,,,492Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 09:20:24,2018-01-11 09:20:24,2018-01-10 12:45:05,-0.86,Pothole,,,29.75509228,-95.41238025,WEB
8591,12205596-101002875698,Intersection 6776 EUREKA ST&6400 KANSAS ST,,C,LAZYBROOK / TIMBERGROVE,,,,,,,492A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 13:09:07,2018-01-11 13:09:07,2018-01-10 13:40:05,-0.98,Pothole,,,,,Unknown
8693,12205629-101002875813,"8300 HEMPSTEAD, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0440820000285,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 13:47:36,2018-01-11 13:47:36,2018-01-10 13:55:04,-0.99,Pothole,,,29.78517767,-95.43394817,Unknown
8697,12205630-101002875817,"3461 N MACGREGOR, HOUSTON TX 77004",HARRIS,D,MACGREGOR,0700830070011,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,533G,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 13:48:31,2018-01-11 13:48:30,2018-01-10 11:45:05,-1.09,Pothole-101002875817,3123091.9853,13824070.37007,29.71113366,-95.36211935,Voice In
8726,12205639-101002875854,"9640 HUENI, HOUSTON TX 77365",HARRIS,E,KINGWOOD AREA,0431950005500,,,,,,297L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 13:59:06,2018-01-11 13:59:05,2018-01-10 09:35:05,-1.18,Pothole-101002875854,3177151.24069,13963450.33377,30.08947721,-95.17755956,Voice In
8794,12205666-101002875933,"3923 CAPLIN, HOUSTON TX 77026",HARRIS,B,TRINITY / HOUSTON GARDENS,0670750070172,NE,NW,THURSDAY,2nd Friday,THURSDAY-A,454P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 14:32:33,2018-01-11 14:32:33,2018-01-10 10:30:05,-1.17,Pothole,,,29.81616477,-95.33248229,WEB
8930,12205709-101002876096,"6402 STRATTON, HOUSTON TX 77023",HARRIS,I,GULFGATE RIVERVIEW / PINE VALLEY,0071670000020,SE,SE,TUESDAY,3rd Thursday,TUESDAY-A,534H,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 15:31:17,2018-01-11 15:31:16,2018-01-10 09:15:07,-1.26,Pothole-101002876096,3140046.48682,13823807.030380003,29.70894908,-95.30876062,Voice In
9034,12205743-101002876222,Intersection 6700 CULLEN BLVD&4500 YELLOWSTONE BLVD,,D,GREATER OST / SOUTH UNION,,SE,SE,TUESDAY,3rd Tuesday,,533R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 16:13:15,2018-01-11 16:13:15,2018-02-02 07:45:11,21.65,Pothole-101002876222,3126257.44189,13816900.00941,,,Voice In
9041,12205747-101002876233,Intersection 0 MARTIN LUTHER KING BLVD&5100 OLD SPANISH TRL,,D,MACGREGOR,,,,,,,534E,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 16:20:06,2018-01-11 16:20:06,2018-01-10 10:05:05,-1.26,Pothole-101002876233,3131460.46561,13823602.49273,,,Voice In
9065,12205753-101002876262,Intersection 2000 DUNLAVY ST&1900 WELCH ST,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 16:29:07,2018-01-11 16:29:07,2018-01-10 13:20:05,-1.13,Pothole-101002876262,3109980.16966,13837157.02697,29.74822042,-95.40213767,Voice In
9341,12205828-101002876568,Intersection 700 DAIRY ASHFORD RD&14600 MEMORIAL DR,,G,MEMORIAL,,,,,,,488H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 22:02:48,2018-01-12 08:00:00,2018-02-01 07:35:09,19.98,Pothole-101002876568,3045001.40919,13843172.41816,,,Voice In
9345,101002876573,Intersection 5700 W FUQUA ST&14800 S POST OAK RD,,K,CENTRAL SOUTHWEST,,,,,,,571U,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-09 22:11:04,2018-01-12 08:00:00,2018-01-18 08:59:00,6.04,Pothole-101002876573-101002876573,3091552.24523,13787123.26385,,,Voice In
9406,12205841-101002876646,"340 W DALLAS, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,1035350000014,,,,,,493P,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 07:22:48,2018-01-11 16:22:48,2018-01-10 14:50:05,-1.06,Pothole,,,29.75737804,-95.37381397,WEB
9499,12205863-101002876741,"7401 MAIN, HOUSTON TX 77030",HARRIS,K,MEDICAL CENTER AREA,1178170010001,,,,,,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 08:27:24,2018-01-12 08:27:24,2018-01-11 12:40:05,-0.82,Pothole,,,29.70036556,-95.40906339,Unknown
9542,12205874-101002876785,Intersection 3200 OLD SPANISH TRL&6700 SOUTH FWY,,D,ASTRODOME AREA,,,,,,,533K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 08:49:41,2018-01-12 08:49:41,2018-01-11 11:15:05,-0.9,Pothole-101002876785,3118868.51376,13820225.516540002,,,Voice In
9549,12205878-101002876792,"2700 S LOOP W, HOUSTON TX 77054",HARRIS,K,SOUTH MAIN,1145390000002,,,,,,532T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 08:53:23,2018-01-12 08:53:23,2018-01-10 10:05:05,-1.95,Pothole-101002876792,3104488.98182,13811548.748460002,29.67829292,-95.42190337,Voice In
9552,12205879-101002876796,Intersection 15070 ARMORY RD&1142 BLACKWOOD AVE,Harris County,,,,,,,,,373U,Aldine North Expansion Tract1,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 08:54:26,2018-01-12 08:54:26,2018-01-10 10:00:05,-1.95,Pothole,,,29.93683904,-95.37001513,WEB
9561,12205883-101002876808,Intersection 1114 BLACKWOOD AVE&1100 BLACKWOOD ST&15100 CHAPLIN AVE,Harris County,,,,,,,,,373U,Aldine North Expansion Tract1,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 09:00:03,2018-01-12 09:00:02,2018-01-10 10:00:05,-1.96,Pothole,,,29.93683422,-95.37141268,WEB
9600,12205894-101002876848,"2115 GANO, HOUSTON TX 77009",HARRIS,H,NEAR NORTHSIDE,0230080000008,NE,NW,FRIDAY,1st Friday,FRIDAY-B,493D,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 09:15:51,2018-01-12 09:15:51,2018-01-10 15:10:08,-1.75,Pothole,,,29.78113377,-95.35492488,WEB
9693,12205926-101002876955,Intersection 4500 W FUQUA ST&14700 HIRAM CLARKE RD,,K,CENTRAL SOUTHWEST,,,,,,,571V,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 10:07:22,2018-01-12 10:07:22,2018-01-11 14:10:05,-0.83,Pothole-101002876955,3097592.9815,13787704.91721,,,Voice In
9744,12205942-101002877025,"6718 BRITTMOORE, HOUSTON TX 77041",HARRIS,A,CARVERDALE,1159040040007,,,,,,409U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 10:34:34,2018-01-12 10:34:33,2018-01-11 13:55:05,-0.86,Pothole,,,29.86809327,-95.56870056,WEB
9823,12205976-101002877118,Intersection 14316 ALMEDA RD&2 WHITE RD,,,,,,,,,,572X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 11:16:07,2018-01-12 11:16:07,2018-01-10 12:25:05,-1.95,Pothole,,,,,Unknown
9827,12206526-101002877124,Intersection 12000 FAIRPOINT DR&9914 KEEGAN RD,Harris County,F,ALIEF,,SW,SW,MONDAY,1st Tuesday,MONDAY-B,529S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 11:20:28,2018-01-12 11:20:28,2018-01-12 15:30:06,0.17,Pothole-101002877124,3050271.56138,13807237.00413,29.67089264,-95.59297192,Voice In
9892,12206001-101002877196,Intersection 6000 GRIGGS RD&3800 S WAYSIDE DR,,I,GULFGATE RIVERVIEW / PINE VALLEY,,,SE,,3rd Thursday,Tuesday-a,534L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 11:51:56,2018-01-12 11:51:55,2018-01-11 10:35:05,-1.05,Pothole-101002877196,3136248.77722,13820126.52429,,,Voice In
9987,12206027-101002877298,Intersection 13600 ELLA BLVD&700 W RANKIN RD,Harris County,B,GREATER GREENSPOINT,,,,,,,372F,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 12:42:01,2018-01-12 12:41:00,2018-01-11 15:05:05,-0.9,Pothole-101002877298,3098888.33292,13915793.32049,29.96529759,-95.42951192,Voice In
10022,12206040-101002877337,"4014 MELBOURNE, HOUSTON TX 77026",HARRIS,B,TRINITY / HOUSTON GARDENS,0670750080207,NE,NW,THURSDAY,2nd Friday,THURSDAY-A,454P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 13:01:15,2018-01-12 13:01:14,2018-01-10 14:55:05,-1.92,Pothole-101002877337,3131716.2607,13862709.21504,29.81659804,-95.33114585,Voice In
10037,12206046-101002877356,"5536 KANSAS, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0102250000669,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 13:12:05,2018-01-12 13:12:05,2018-01-10 14:20:06,-1.95,Pothole-101002877356,3103382.22846,13849312.872739997,29.78218988,-95.42174899,Voice In
10102,12206067-101002877433,Intersection 8600 ARIEL ST&9100 S GESSNER RD,Harris County,J,BRAEBURN,,,,,,,530P,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 13:51:14,2018-01-12 13:51:14,2018-01-11 11:05:05,-1.12,Pothole-101002877433,3070591.64607,13812262.338899998,29.68306357,-95.5285416,Voice In
10365,12206137-101002877746,Intersection 7000 CAVALCADE ST&4400 EASTPARK DR,Harris County,B,KASHMERE GARDENS,,,,,,,454Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 15:46:20,2018-01-12 15:46:20,2018-01-11 09:05:05,-1.28,Pothole,,,29.80034263,-95.29939271,WEB
10408,12206152-101002877802,Intersection 12000 BEECHNUT ST&12000 WHITE CAP LN,Harris County,F,ALIEF,,SW,SW,MONDAY,1st Wednesday,MONDAY-B,529N,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 16:17:15,2018-01-12 16:13:00,2018-01-11 10:00:05,-1.26,Pothole-101002877802,3051332.5609,13813822.17075,29.68890955,-95.58902748,e-mail In
10450,12206169-101002877854,"2500 MORSE, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0291650000008,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 16:40:34,2018-01-12 16:40:34,2018-01-11 12:55:06,-1.16,Pothole,,,29.7437553,-95.40569503,WEB
10536,12206201-101002877952,Intersection 7116 FANNIN ST&1000 LYNDON ST,Harris County,D,ASTRODOME AREA,,,,,,,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 17:57:14,2018-01-15 08:00:00,2018-01-29 13:55:11,14.25,Pothole-101002877952,3110588.45978,13819830.32573,29.70054249,-95.40190127,Voice In
10643,12206234-101002878063,"9003 TROULON, HOUSTON TX 77036",HARRIS,J,SHARPSTOWN,0934310000017,SW,SW,TUESDAY,2nd Monday,TUESDAY-B,530N,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-10 22:16:02,2018-01-15 08:00:00,2018-01-11 10:20:05,-3.9,Pothole,,,29.68945011,-95.54236365,Unknown
10687,12206255-101002878117,Intersection 6300 FAIRBANKS N HOUSTON RD&0 NORTHWEST FWY,,A,FAIRBANKS / NORTHWEST CROSSING,,,,,,,410Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 07:02:09,2018-01-12 16:02:09,2018-01-12 10:15:05,-0.24,Pothole-101002878117,3070017.79617,13876323.74359,,,Voice In
10739,12206275-101002878170,"1302 CURTIN, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0731000110040,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 08:08:39,2018-01-15 08:07:00,2018-01-12 11:10:06,-2.87,Pothole-101002878170,3099394.73446,13867144.154659998,29.83153744,-95.43259922,e-mail In
10809,12206292-101002878264,"5560 GULFTON, HOUSTON TX 77081",HARRIS,J,GULFTON,1198630020002,,,,,,531B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 09:07:43,2018-01-15 09:06:00,2018-01-11 15:10:05,-3.75,Pothole-101002878264,3086535.68144,13825048.59581,29.71689978,-95.47713709,Face2Face
10813,12206295-101002878270,"5610 GULFTON, HOUSTON TX 77081",HARRIS,J,GULFTON,1334220010001,,,,,,531B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 09:10:23,2018-01-15 09:09:00,2018-01-11 15:20:05,-3.74,Pothole-101002878270,3086040.39995,13825274.55664,29.71756191,-95.47867532,Face2Face
10955,12206337-101002878434,"15711 MORALES, HOUSTON TX 77032",HARRIS,B,IAH / AIRPORT AREA,0670910010006,,,,,,374N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 10:37:40,2018-01-15 10:37:40,2018-01-23 15:40:05,8.21,Pothole,,,29.94623997,-95.3477395,WEB
10963,12206344-101002878442,"9403 JENSEN, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0422270000278,NE,NE,MONDAY,2nd Thursday,MONDAY-B,454A,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 10:46:08,2018-01-15 10:46:08,2018-01-12 09:00:06,-3.07,Pothole-101002878442,3127436.21447,13873421.28515,29.8464098,-95.34358059,Voice In
11037,12206366-101002878524,"4529 OLD SPANISH TRAIL, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0410070160030,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,534E,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 11:27:55,2018-01-15 11:27:55,2018-01-12 13:40:06,-2.91,Pothole,,,29.70651061,-95.3437972,WEB
11098,12206386-101002878586,Intersection 13500 NORTHWEST FWY&7700 W TIDWELL RD,,A,FAIRBANKS / NORTHWEST CROSSING,,,,,,,450D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 12:01:31,2018-01-15 12:01:00,2018-01-12 11:15:05,-3.03,Pothole-101002878586,3074881.12502,13873636.82147,,,e-mail In
11108,12206389-101002878596,Intersection 12600 N GESSNER RD&8600 MILLS RD,,A,WILLOWBROOK,,,,,,,370J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 12:08:43,2018-01-15 12:08:43,2018-01-12 13:45:07,-2.93,Pothole-101002878596,3061915.19787,13910393.202019997,,,Voice In
11180,12206409-101002878678,"7440 W GREENS, HOUSTON TX 77064",HARRIS,A,WILLOWBROOK,0420710000105,,,,,,370J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 12:45:46,2018-01-15 12:45:46,2018-01-12 14:20:06,-2.93,Pothole-101002878678,3063999.61923,13909981.55619,29.95220654,-95.54019034,Voice In
11207,12206412-101002878711,"6915 BRITTMOORE, UNINCORPORATED TX 77041",HARRIS,,,0382760000043,,,,,,409U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 13:06:07,2018-01-15 13:06:07,2018-01-12 12:25:06,-3.03,Pothole,,,29.87141506,-95.56987438,Unknown
11227,12206419-101002878732,"9650 HUENI, HOUSTON TX 77365",HARRIS,E,KINGWOOD AREA,0431950006507,,,,,,297L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 13:20:21,2018-01-15 13:20:21,2018-01-12 09:40:05,-3.15,Pothole-101002878732,3177945.91791,13964861.78009,30.09328476,-95.17490218,Voice In
11329,12206464-101002878878,Intersection 3650 HOLDER FOREST DR&7300 T C JESTER BLVD,Harris County,A,GREATER INWOOD,,NW,NW,TUESDAY,4th Tuesday,THURSDAY-B,411V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 14:38:25,2018-01-15 14:38:25,2018-01-12 09:15:06,-3.22,Pothole-101002878878,3090637.63026,13879785.45877,29.86701589,-95.45899951,Voice In
11735,12206616-101002879364,Intersection 2600 HAZARD ST&1900 WESTHEIMER RD,,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,Monday-a,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 19:45:26,2018-01-16 08:00:00,2018-01-26 11:25:07,10.14,Pothole-101002879364,3108482.97875,13835118.059260003,,,Voice In
11794,12206635-101002879424,"13838 LONGVIEW, UNINCORPORATED TX 77015",HARRIS,,,0650720400018,,,,,,497B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-11 21:29:23,2018-01-16 08:00:00,2018-01-31 14:55:10,15.29,Pothole,,,29.78554187,-95.17883073,Unknown
11937,12206672-101002879573,Intersection 5300 ANTOINE DR&5800 PINEMONT DR,,C,CENTRAL NORTHWEST,,,,,,,451G,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-12 08:08:04,2018-01-16 08:08:04,2018-01-16 10:35:04,0.1,Pothole-101002879573,3086425.28205,13870176.475699997,,,Voice In
11950,12206676-101002879588,"1800 CRAWFORD, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0020990000001,,,,,,493Q,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-12 08:13:36,2018-01-16 08:13:36,2018-01-16 09:15:04,0.04,Pothole,,,29.74775536,-95.36522322,WEB
11983,12206687-101002879626,Intersection 2700 DUNVALE RD&8400 WESTHEIMER RD,,F,MID WEST,,,,,,,490U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-12 08:30:35,2018-01-16 08:30:35,2018-01-16 10:55:04,0.1,Pothole-101002879626,3074554.54398,13832166.13243,,,Voice In
12192,12206749-101002879886,Intersection 1800 WESTHEIMER RD&2600 WOODHEAD ST,,C,NEARTOWN - MONTROSE,,NW,,MONDAY,,Monday-b,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-12 10:32:06,2018-01-16 10:32:06,2018-01-16 11:40:04,0.05,Pothole-101002879886,3109259.76723,13835141.273459997,,,Voice In
12383,12206801-101002880109,Intersection 2400 BRUN ST&2008 WESTHEIMER RD,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-01-12 12:15:02,2018-01-16 12:15:02,2018-02-01 09:45:14,15.9,Pothole-101002880109,3107952.95258,13835103.19807,29.74274634,-95.40872202,Voice In
