CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11757778-101001346911,Intersection 3800 GLENN RICKI DR&13024 LANDMARK ST,Harris County,K,CENTRAL SOUTHWEST,,,,,,,572E,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-04-18 11:02:27,2014-04-21 11:01:00,2014-04-21 09:04:57,-0.08,Flooding-101001346911,3100874.87094,13796753.74525,29.63792792,-95.4347001,e-mail In
11758272-101001348335,Intersection 3800 CENTER ST&76 YALE ST,,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-04-21 07:55:21,2014-04-24 07:47:00,2014-04-22 09:34:58,-1.93,Flooding-101001348335,3110855.71318,13845295.78661,,,Unknown
11759373-101001351736,"7706 GLENALTA, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0851260000002,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535X,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-04-23 10:09:58,2014-04-26 10:09:58,2014-04-24 15:19:57,-1.78,Flooding-101001351736,3149311.39283,13809681.69544,29.669316,-95.28100368,Voice In
11759542-101001352166,Intersection 2300 EVERGREEN DR&7200 KELLER ST,,I,PECAN PARK,,SE,,MONDAY,,,535E,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-04-23 14:28:01,2014-04-26 14:28:01,2014-04-24 15:35:41,-1.95,Flooding-101001352166,3146010.97423,13823069.794979997,,,Voice In
101001360132,"611 WALKER, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0010890000001,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-01 09:54:47,2014-05-04 09:54:00,2014-05-01 09:56:55,-3.0,Flooding,,,29.75989828,-95.36705705,Unknown
11765667-101001371570,"2213 REINERMAN, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1297810010003,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 03:33:25,2014-05-16 03:33:25,2014-05-13 04:04:56,-2.98,Flooding-101001371570,3105934.52486,13848443.29639,29.77958472,-95.41379076,Voice In
11765671-101001371580,Intersection 900 LA BRANCH ST&1500 WALKER ST,,I,DOWNTOWN,,,,,,,493R,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 05:22:21,2014-05-16 05:22:20,2014-05-13 06:19:56,-2.96,Flooding-101001371580,3123261.83732,13840070.422060002,,,Voice In
11765674-101001371582,Intersection 300 W LITTLE YORK RD&7500 NORTH FWY,,H,NORTHSIDE/NORTHLINE,,,,,,,412V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 06:05:48,2014-05-16 06:05:48,2014-05-13 08:34:57,-2.9,Flooding-101001371582,3106944.29777,13881330.05772,,,Voice In
11765675-101001371586,Street & Drainage Dispatch,,Unknown,,,,,,,,,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 06:16:11,2014-05-16 06:15:00,2014-05-13 10:34:58,-2.82,Flooding-101001371586,,,,,Voice In
11765681-101001371595,Intersection 0 N LOOP FWY W&2600 W T C JESTER BLVD,,C,LAZYBROOK / TIMBERGROVE,,,,,,,452S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 06:41:33,2014-05-16 06:41:33,2014-05-13 07:04:57,-2.98,Flooding-101001371595,3096913.3595,13858635.31111,,,Voice In
11765686-101001371599,"1505 GODWIN, HOUSTON TX 77023",HARRIS,I,GREATER EASTWOOD,0542440000021,SE,SW,MONDAY,2nd Monday,Monday-a,494X,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 06:54:21,2014-05-16 06:54:21,2014-05-13 09:49:57,-2.88,Flooding-101001371599,3133576.61,13830256.91,29.72723769,-95.32849434,Voice In
11765687-101001371600,Intersection 0 N LOOP FWY W&2600 W T C JESTER BLVD,,C,LAZYBROOK / TIMBERGROVE,,,,,,,452S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 06:55:38,2014-05-16 06:54:00,2014-05-13 08:34:57,-2.93,Flooding-101001371600,3096913.3595,13858635.31111,,,Voice In
11765692-101001371607,Intersection 3600 ELGIN ST&3300 SCOTT ST,,D,GREATER THIRD WARD,,SE,SE,TUESDAY,3rd Friday,,493Z,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:06:19,2014-05-16 07:06:19,2014-05-13 14:49:57,-2.68,Flooding-101001371607,3126781.91656,13830264.790099997,,,Voice In
11765697-101001371626,"5614 KIAM, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1309150010003,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:23:21,2014-05-16 07:23:21,2014-05-13 11:19:57,-2.84,Flooding-101001371626,3103077.04698,13849064.5668,29.78153303,-95.42273456,Voice In
11765703-101001371633,"8917 RAMIN, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0422320010005,NE,NE,MONDAY,2nd Thursday,MONDAY-B,454F,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:31:13,2014-05-16 07:31:13,2014-05-13 11:04:57,-2.85,Flooding-101001371633,3130254.70063,13871601.335379997,29.84116493,-95.33487403,Voice In
11765714-101001371653,"1602 HARDY, HOUSTON TX 77026",HARRIS,H,NEAR NORTHSIDE,0271790000001,NE,NW,FRIDAY,1st Friday,FRIDAY-B,493H,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:40:14,2014-05-16 07:40:14,2014-05-13 10:49:57,-2.87,Flooding-101001371653,3125862.51355,13847647.357699998,29.77570207,-95.35107863,Voice In
11765711-101001371656,Intersection 5300 LA BRANCH ST&1500 OAKDALE AVE,,D,MUSEUM PARK,,SW,SW,TUESDAY,3rd Monday,Tuesday-b,493X,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:40:45,2014-05-16 07:40:44,2014-05-13 09:34:57,-2.92,Flooding,,,,,WEB
11765717-101001371661,"11490 HARWIN, HOUSTON TX 77072",HARRIS,F,ALIEF,1087250000013,,,,,,529B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:45:31,2014-05-16 07:45:31,2014-05-13 09:19:57,-2.93,Flooding-101001371661,3055736.93037,13823773.04587,29.71590929,-95.57424351,Voice In
11765720-101001371668,Intersection 7300 ALDER DR&5700 BISSONNET ST,Harris County,J,GULFTON,,,,,,,531K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:48:57,2014-05-16 07:48:56,2014-05-13 10:04:56,-2.91,Flooding-101001371668,3085668.00535,13819332.57115,29.70125941,-95.4804113,Voice In
11765724-101001371676,"6001 HARRISBURG, HOUSTON TX 77011",HARRIS,H,SECOND WARD,0371700010022,SE,SE,MONDAY,1st Wednesday,MONDAY-A,494U,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:52:47,2014-05-16 07:52:47,2014-05-13 14:34:58,-2.72,Flooding-101001371676,3137426.71877,13835138.948659997,29.74032389,-95.31588501,Voice In
11765726-101001371679,"11415 LEMOND, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913940000023,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 07:54:43,2014-05-16 07:54:43,2014-05-13 10:04:56,-2.91,Flooding-101001371679,3143565.83805,13888472.41253,29.88638225,-95.29122045,Voice In
11765738-101001371708,Intersection 11400 BEECHNUT ST&8300 LEAWOOD BLVD,Harris County,F,ALIEF,,,,,,,529P,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:14:08,2014-05-16 08:14:08,2014-05-14 09:34:57,-1.94,Flooding-101001371708,3054628.9736,13813717.95443,29.68835831,-95.57865914,Voice In
11765741-101001371712,Intersection 6200 CALHOUN RD&4600 KEYSTONE ST,Harris County,D,GREATER OST / SOUTH UNION,,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:15:54,2014-05-16 08:15:54,2014-05-13 10:19:57,-2.91,Flooding-101001371712,3127967.30297,13818999.4852,29.69677742,-95.34726706,Voice In
11765752-101001371729,"607 WILLARD, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0370710000007,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:23:42,2014-05-16 08:23:41,2014-05-13 10:49:57,-2.9,Flooding-101001371729,3114251.09812,13838192.58888,29.75070493,-95.3885838,Voice In
11765759-101001371747,"6339 COBALT, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913960000020,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:29:45,2014-05-16 08:29:44,2014-05-13 10:19:57,-2.92,Flooding-101001371747,3142687.4566,13888277.42703,29.88592288,-95.29401046,Voice In
11765761-101001371752,"11418 DANFORD, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913920000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:32:00,2014-05-16 08:32:00,2014-05-13 14:34:58,-2.75,Flooding-101001371752,3141874.21414,13888337.38229,29.8861585,-95.29656952,Voice In
11765777-101001371813,Intersection 1650 ELLA BLVD&1700 TANNEHILL DR,Harris County,C,LAZYBROOK / TIMBERGROVE,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 08:56:08,2014-05-16 08:56:07,2014-05-13 14:19:57,-2.78,Flooding-101001371813,3100567.22588,13855427.103619998,29.7992326,-95.43003081,Voice In
11765832-101001371964,"4737 AFTONSHIRE, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0841300000007,,,,,,491V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 10:05:13,2014-05-16 10:05:13,2014-05-13 14:19:57,-2.82,Flooding-101001371964,3092574.97317,13832216.17891,29.73610026,-95.45743535,Voice In
11765882-101001372156,"6327 GASTON, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913910000015,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 11:18:53,2014-05-16 11:18:52,2014-05-13 14:19:57,-2.87,Flooding-101001372156,3142462.07024,13889085.64884,29.88816393,-95.29464056,Voice In
11765889-101001372176,"3538 GRIGGS, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0741210030009,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,533G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 11:25:13,2014-05-16 11:25:13,2014-05-13 12:19:57,-2.96,Flooding-101001372176,3122570.61298,13822234.53943,29.70613206,-95.36394081,Voice In
11765977-101001372451,"3219 CASTLEWOOD, HOUSTON TX 77025",HARRIS,K,BRAESWOOD,0772030290005,SW,SE,THURSDAY,3rd Monday,THURSDAY-A,532P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 13:26:55,2014-05-16 13:26:55,2014-05-13 13:34:57,-2.99,Flooding-101001372451,3102301.87957,13815844.75628,29.69028552,-95.42837483,Voice In
11765997-101001372494,"9109 CATHEY, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0651050000010,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 13:47:30,2014-05-16 13:47:29,2014-05-14 08:49:57,-2.21,Flooding-101001372494,3073664.85613,13857053.17484,29.80593341,-95.51466371,Voice In
11765996-101001372500,"8826 STONE BROOK, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1024630000012,NW,NW,FRIDAY,4th Monday,FRIDAY-A,411S,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 13:48:59,2014-05-16 13:48:59,2014-05-13 14:49:57,-2.96,Flooding-101001372500,3079053.20461,13880816.57089,29.8708095,-95.49543568,Voice In
11766109-101001372918,"919 MILAM, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0011410000001,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 17:11:03,2014-05-16 17:11:03,2014-05-14 16:04:58,-2.05,Flooding,,,29.75801819,-95.36609637,WEB
11766177-101001373115,Intersection 5200 KELLING DR&5100 WILLOMINE WAY,Harris County,K,CENTRAL SOUTHWEST,,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571L,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-13 23:37:36,2014-05-16 23:37:36,2014-05-14 09:49:57,-2.57,Flooding,,,29.62883004,-95.45877069,Unknown
11766180-101001373127,Intersection 1500 KIPLING ST&3600 MULBERRY ST,,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,Monday-a,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-14 01:12:56,2014-05-17 01:12:56,2014-05-14 09:49:57,-2.64,Flooding-101001373127,3111536.36635,13834365.48236,,,Voice In
11766257-101001373353,"250 PORTWALL, HOUSTON TX 77029",HARRIS,B,PLEASANTVILLE AREA,0151290010034,,,,,,495B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-14 09:38:09,2014-05-17 09:38:09,2014-05-14 16:19:58,-2.72,Flooding,,,29.78513369,-95.27728075,WEB
11766264-101001373383,"2400 FOUNTAIN VIEW, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,0990760000010,,,,,,491S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-14 09:52:15,2014-05-17 09:52:15,2014-05-14 13:34:58,-2.85,Flooding-101001373383,3083478.23611,13833934.32443,29.74157766,-95.48592409,Voice In
11766723-101001374948,"5001 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0410150110195,,,,,,456S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-15 12:33:37,2014-05-18 12:33:37,2014-05-15 14:04:57,-2.94,Flooding-101001374948,3160151.47778,13860890.75116,29.8091173,-95.24170472,Voice In
11766996-101001376088,Intersection 2100 FRANKLIN ST&200 HUTCHINS ST,Harris County,I,DOWNTOWN,,,,,,,493R,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-16 09:59:29,2014-05-19 09:59:29,2014-05-17 19:19:57,-1.61,Flooding-101001376088,3126475.35353,13840781.91441,29.75677869,-95.34982309,Voice In
11769752-101001385307,"15739 FOXGATE, HOUSTON TX 77079",HARRIS,G,MEMORIAL,1052040000049,,,,,,488F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 17:19:19,2014-05-29 17:19:18,2014-05-27 12:19:57,-2.21,Flooding-101001385307,3035765.57662,13845087.33755,29.77609352,-95.63520419,Voice In
11769756-101001385317,"10727 OLYMPIA, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,0923570000029,,,,,,489U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 17:54:42,2014-05-29 17:54:42,2014-05-27 12:34:57,-2.22,Flooding-101001385317,3057854.13382,13833767.36676,29.74321145,-95.56665205,Voice In
11769764-101001385329,Intersection 6500 MAIN ST&1800 UNIVERSITY BLVD,,D,MEDICAL CENTER AREA,,,,,,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:34:54,2014-05-29 18:34:54,2014-05-27 03:04:57,-2.65,Flooding-101001385329,3110790.41738,13823818.838099997,,,Voice In
11769765-101001385330,"4606 COURT, HOUSTON TX 77053",FORT BEND,K,FORT BEND HOUSTON,3540030060210907,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:36:52,2014-05-29 18:36:52,2014-05-27 10:04:57,-2.36,Flooding-101001385330,3095271.15905,13777276.85605,29.58485749,-95.45419131,Voice In
11769767-101001385335,"8111 TARBELL, HOUSTON TX 77034",HARRIS,E,EDGEBROOK AREA,0870830000007,SE,SW,THURSDAY,2nd Tuesday,THURSDAY-B,576F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:42:30,2014-05-29 18:42:30,2014-05-27 08:49:59,-2.41,Flooding-101001385335,3167868.692,13799849.82928,29.64065631,-95.22359684,Voice In
11769769-101001385336,Intersection 6300 LA SALETTE ST&3700 OLD SPANISH TRL,,D,GREATER OST / SOUTH UNION,,SE,SE,TUESDAY,3rd Tuesday,,533L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:44:07,2014-05-29 18:44:07,2014-05-27 03:34:56,-2.63,Flooding-101001385336,3123454.00524,13820823.84835,,,Voice In
11769771-101001385338,"6811 ROXBURY, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0811270000027,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534V,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:47:43,2014-05-29 18:47:43,2014-05-27 06:19:56,-2.52,Flooding-101001385338,3141027.87265,13811042.557219997,29.67377834,-95.30694014,Voice In
11769773-101001385340,"6733 SYLMAR, HOUSTON TX 77074",HARRIS,J,SHARPSTOWN,0834230000016,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530R,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 18:50:52,2014-05-29 18:50:52,2014-05-27 12:04:57,-2.28,Flooding-101001385340,3078550.11998,13815224.740460003,29.69055482,-95.50320931,Voice In
11769779-101001385345,"7654 DROUET, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0934600000008,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535X,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 19:01:00,2014-05-29 19:00:59,2014-05-27 09:50:31,-2.38,Flooding-101001385345,3148333.22057,13809187.67313,29.66804358,-95.2841318,Voice In
11769777-101001385346,Intersection 716 AURORA ST&6600 N MAIN ST,Harris County,H,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,453S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 19:01:19,2014-05-29 19:01:19,2014-05-26 19:19:57,-2.99,Flooding,,,29.80981248,-95.39014428,WEB
11769794-101001385369,"10014 BURNSIDE, HOUSTON TX 77041",HARRIS,A,CARVERDALE,0771970020022,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 20:18:57,2014-05-29 20:18:57,2014-05-27 14:19:59,-2.25,Flooding-101001385369,3064850.6254,13873290.452739997,29.851285,-95.54093059,Voice In
11769800-101001385378,"4623 KEYSTONE, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0691060110016,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,534J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 20:42:37,2014-05-29 20:42:37,2014-05-27 10:34:57,-2.42,Flooding-101001385378,3128646.5526,13818814.31464,29.69621009,-95.3451468,Voice In
11769801-101001385379,Intersection 9200 AIRPORT BLVD&9400 GULF FWY,,I,GREATER HOBBY AREA,,,,,,,575D,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 20:45:57,2014-05-29 20:45:57,2014-05-27 08:19:57,-2.52,Flooding-101001385379,3158774.53499,13803849.42725,,,Voice In
11769804-101001385384,"9102 WICKFORD, HOUSTON TX 77024",HARRIS,G,GREATER UPTOWN,0690140030034,NW,NW,MONDAY,4th Wednesday,MONDAY-A,491C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 20:53:06,2014-05-29 20:53:06,2014-05-27 15:04:57,-2.24,Flooding,,,29.78172061,-95.46460368,WEB
11769824-101001385411,"5750 KIAM, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1335460010010,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-26 22:12:33,2014-05-29 22:12:33,2014-05-27 15:49:57,-2.27,Flooding-101001385411,3101978.62726,13848960.39116,29.78133902,-95.4262057,Voice In
11769833-101001385425,Intersection 306 W 6TH ST&600 RUTLAND ST,,C,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,,492D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 00:19:30,2014-05-30 00:19:30,2014-05-27 12:49:57,-2.48,Flooding-101001385425,3109971.61455,13849235.65701,,,Voice In
11769834-101001385433,"5602 INDIAN, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,1051530000013,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 01:04:39,2014-05-30 01:04:39,2014-05-27 11:19:57,-2.57,Flooding-101001385433,3085544.95901,13845124.2384,29.77216518,-95.47835268,Voice In
11769837-101001385445,"1603 NAGLE, HOUSTON TX 77003",HARRIS,I,DOWNTOWN,1303500010010,SE,SE,MONDAY,1st Friday,MONDAY-A,493V,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 02:18:12,2014-05-30 02:18:12,2014-05-27 09:04:57,-2.72,Flooding-101001385445,3125353.26653,13835877.03511,29.743393,-95.35383972,Voice In
11769838-101001385446,"1354 CHESHIRE, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0731000150055,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 02:20:58,2014-05-30 02:20:58,2014-05-27 15:49:57,-2.44,Flooding-101001385446,3098587.68227,13867923.05205,29.83374603,-95.43506861,Voice In
11769846-101001385456,Intersection 2800 BROAD ST&4100 TELEPHONE RD,,I,GULFGATE RIVERVIEW / PINE VALLEY,,SE,SE,TUESDAY,3rd Thursday,,534H,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 04:48:33,2014-05-30 04:48:33,2014-05-27 10:19:57,-2.77,Flooding-101001385456,3140464.54045,13822529.87775,,,Voice In
11769877-101001385527,"3003 BROADWAY, HOUSTON TX 77017",HARRIS,I,PARK PLACE,0283240000022,SE,,MONDAY,1st Tuesday,,535K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-27 07:39:30,2014-05-30 07:39:29,2014-05-27 09:50:31,-2.91,Flooding-101001385527,3150212.89464,13819774.795660002,29.69697976,-95.27715472,Voice In
